ID	XL_ID	XL_ID_source	XENLA_XenBase_GeneNames	XENLA_GenBank_Description	HUMAN_UniProtID	HUMAN_GeneNames_Primary	HUMAN_GeneNames_Synonyms	eggNOG_annotation
Xelaev18028055m.g	NA	Xenbase_9.1	Xelaev18028055m.g	NA	NA	NA	NA	NA
Xelaev18028061m.g	NA	Xenbase_9.1	Xelaev18028061m.g	NA	NA	NA	NA	NA
Xelaev18028062m.g	NA	Xenbase_9.1	Xelaev18028062m.g	NA	NA	NA	NA	NA
Xelaev18028068m.g	NA	Xenbase_9.1	Xelaev18028068m.g	NA	NA	NA	NA	NA
Xelaev18028070m.g	NA	Xenbase_9.1	Xelaev18028070m.g	NA	NA	NA	NA	NA
Xelaev18028072m.g	NA	Xenbase_9.1	Xelaev18028072m.g	NA	NA	NA	NA	NA
Xelaev18028074m.g	NA	Xenbase_9.1	Xelaev18028074m.g	NA	NA	NA	NA	NA
Xelaev18028076m.g	NA	Xenbase_9.1	Xelaev18028076m.g	NA	NA	NA	NA	NA
Xelaev18028077m.g	NA	Xenbase_9.1	Xetrov90015173m.L	NA	NA	NA	NA	NA
Xelaev18028078m.g	NA	Xenbase_9.1	Xetrov90015174m.L	NA	NA	NA	NA	NA
Xelaev18028079m.g	NA	Xenbase_9.1	Xelaev18028079m.g	NA	NA	NA	NA	NA
Xelaev18028089m.g	NA	Xenbase_9.1	Xelaev18028089m.g	NA	NA	NA	NA	NA
Xelaev18028090m.g	NA	Xenbase_9.1	Xelaev18028090m.g	NA	NA	NA	NA	NA
Xelaev18028094m.g	NA	Xenbase_9.1	Xelaev18028094m.g	NA	NA	NA	NA	NA
Xelaev18028100m.g	NA	Xenbase_9.1	Xelaev18028100m.g	NA	NA	NA	NA	NA
Xelaev18028101m.g	NA	Xenbase_9.1	Xelaev18028101m.g	NA	NA	NA	NA	NA
Xelaev18028102m.g	NA	Xenbase_9.1	Xelaev18028102m.g	NA	NA	NA	NA	NA
Xelaev18028104m.g	NA	Xenbase_9.1	Xetrov90012331m.L	NA	NA	NA	NA	NA
Xelaev18028106m.g	NA	Xenbase_9.1	Xelaev18028106m.g	NA	NA	NA	NA	NA
Xelaev18028108m.g	NA	Xenbase_9.1	Xelaev18028108m.g	NA	NA	NA	NA	NA
Xelaev18028110m.g	NA	Xenbase_9.1	Xelaev18028110m.g	NA	NA	NA	NA	NA
Xelaev18028122m.g	NA	Xenbase_9.1	Xelaev18028122m.g	NA	NA	NA	NA	NA
Xelaev18028123m.g	NA	Xenbase_9.1	Xelaev18028123m.g	NA	NA	NA	NA	NA
Xelaev18028124m.g	NA	Xenbase_9.1	Xelaev18028124m.g	NA	NA	NA	NA	NA
Xelaev18028126m.g	NA	Xenbase_9.1	loc100495804.L	NA	NA	NA	NA	NA
Xelaev18028128m.g	NA	Xenbase_9.1	Xelaev18028128m.g	NA	NA	NA	NA	NA
Xelaev18028131m.g	NA	Xenbase_9.1	Xelaev18028131m.g	NA	NA	NA	NA	NA
Xelaev18028133m.g	NA	Xenbase_9.1	Xelaev18028133m.g	NA	NA	NA	NA	NA
Xelaev18028136m.g	NA	Xenbase_9.1	Xetrov90015237m.L	NA	NA	NA	NA	NA
Xelaev18028138m.g	NA	Xenbase_9.1	Xelaev18028138m.g	NA	NA	NA	NA	NA
Xelaev18028142m.g	NA	Xenbase_9.1	Xelaev18028142m.g	NA	NA	NA	NA	NA
Xelaev18028161m.g	NA	Xenbase_9.1	Xelaev18028161m.g	NA	NA	NA	NA	NA
Xelaev18028162m.g	NA	Xenbase_9.1	Xelaev18028162m.g	NA	NA	NA	NA	NA
Xelaev18028163m.g	NA	Xenbase_9.1	Xelaev18028163m.g	NA	NA	NA	NA	NA
Xelaev18028164m.g	NA	Xenbase_9.1	Xelaev18028164m.g	NA	NA	NA	NA	NA
Xelaev18028165m.g	NA	Xenbase_9.1	Xelaev18028165m.g	NA	NA	NA	NA	NA
Xelaev18028166m.g	NA	Xenbase_9.1	Xelaev18028166m.g	NA	NA	NA	NA	NA
Xelaev18028167m.g	NA	Xenbase_9.1	Xetrov90015273m.L	NA	NA	NA	NA	NA
Xelaev18028168m.g	NA	Xenbase_9.1	Xelaev18028168m.g	NA	NA	NA	NA	NA
Xelaev18028170m.g	NA	Xenbase_9.1	Xelaev18028170m.g	NA	NA	NA	NA	NA
Xelaev18028171m.g	NA	Xenbase_9.1	Xelaev18028171m.g	NA	NA	NA	NA	NA
Xelaev18028174m.g	NA	Xenbase_9.1	Xelaev18028174m.g	NA	NA	NA	NA	NA
Xelaev18028194m.g	NA	Xenbase_9.1	Xelaev18028194m.g	NA	NA	NA	NA	NA
Xelaev18028196m.g	NA	Xenbase_9.1	Xelaev18028196m.g	NA	NA	NA	NA	NA
Xelaev18028207m.g	NA	Xenbase_9.1	Xelaev18028207m.g	NA	NA	NA	NA	NA
Xelaev18028208m.g	NA	Xenbase_9.1	Xelaev18028208m.g	NA	NA	NA	NA	NA
Xelaev18028209m.g	NA	Xenbase_9.1	Xelaev18028209m.g	NA	NA	NA	NA	NA
Xelaev18028210m.g	NA	Xenbase_9.1	Xelaev18028210m.g	NA	NA	NA	NA	NA
Xelaev18028211m.g	NA	Xenbase_9.1	Xelaev18028211m.g	NA	NA	NA	NA	NA
Xelaev18028212m.g	NA	Xenbase_9.1	Xelaev18028212m.g	NA	NA	NA	NA	NA
Xelaev18028214m.g	NA	Xenbase_9.1	Xelaev18028214m.g	NA	NA	NA	NA	NA
Xelaev18028215m.g	NA	Xenbase_9.1	Xelaev18028215m.g	NA	NA	NA	NA	NA
Xelaev18028231m.g	NA	Xenbase_9.1	Xelaev18028231m.g	NA	NA	NA	NA	NA
Xelaev18028237m.g	NA	Xenbase_9.1	Xelaev18028237m.g	NA	NA	NA	NA	NA
Xelaev18028239m.g	NA	Xenbase_9.1	Xelaev18028239m.g	NA	NA	NA	NA	NA
Xelaev18028240m.g	NA	Xenbase_9.1	Xelaev18028240m.g	NA	NA	NA	NA	NA
Xelaev18028246m.g	NA	Xenbase_9.1	Xelaev18028246m.g	NA	NA	NA	NA	NA
Xelaev18028247m.g	NA	Xenbase_9.1	Xelaev18028247m.g	NA	NA	NA	NA	NA
Xelaev18028248m.g	NA	Xenbase_9.1	Xelaev18028248m.g	NA	NA	NA	NA	NA
Xelaev18028250m.g	NA	Xenbase_9.1	Xelaev18028250m.g	NA	NA	NA	NA	NA
Xelaev18028251m.g	NA	Xenbase_9.1	Xelaev18028251m.g	NA	NA	NA	NA	NA
Xelaev18028252m.g	NA	Xenbase_9.1	Xelaev18028252m.g	NA	NA	NA	NA	NA
Xelaev18028257m.g	NA	Xenbase_9.1	Xelaev18028257m.g	NA	NA	NA	NA	NA
Xelaev18028261m.g	NA	Xenbase_9.1	Xelaev18028261m.g	NA	NA	NA	NA	NA
Xelaev18028262m.g	NA	Xenbase_9.1	Xelaev18028262m.g	NA	NA	NA	NA	NA
Xelaev18028263m.g	NA	Xenbase_9.1	Xelaev18028263m.g	NA	NA	NA	NA	NA
Xelaev18028264m.g	NA	Xenbase_9.1	Xetrov90025684m.L	NA	NA	NA	NA	NA
Xelaev18028265m.g	NA	Xenbase_9.1	loc100486289.L	NA	NA	NA	NA	NA
Xelaev18028267m.g	NA	Xenbase_9.1	Xelaev18028267m.g	NA	NA	NA	NA	NA
Xelaev18028278m.g	NA	Xenbase_9.1	Xelaev18028278m.g	NA	NA	NA	NA	NA
Xelaev18028280m.g	NA	Xenbase_9.1	Xelaev18028280m.g	NA	NA	NA	NA	NA
Xelaev18028281m.g	NA	Xenbase_9.1	Xelaev18028281m.g	NA	NA	NA	NA	NA
Xelaev18028282m.g	NA	Xenbase_9.1	Xelaev18028282m.g	NA	NA	NA	NA	NA
Xelaev18028283m.g	NA	Xenbase_9.1	loc100496183.L	NA	NA	NA	NA	NA
Xelaev18028285m.g	NA	Xenbase_9.1	Xetrov90015370m.L	NA	NA	NA	NA	NA
Xelaev18028286m.g	NA	Xenbase_9.1	Xelaev18028286m.g	NA	NA	NA	NA	NA
Xelaev18028288m.g	NA	Xenbase_9.1	Xelaev18028288m.g	NA	NA	NA	NA	NA
Xelaev18028289m.g	NA	Xenbase_9.1	Xelaev18028289m.g	NA	NA	NA	NA	NA
Xelaev18028290m.g	NA	Xenbase_9.1	Xelaev18028290m.g	NA	NA	NA	NA	NA
Xelaev18028291m.g	NA	Xenbase_9.1	Xelaev18028291m.g	NA	NA	NA	NA	NA
Xelaev18028292m.g	NA	Xenbase_9.1	Xelaev18028292m.g	NA	NA	NA	NA	NA
Xelaev18028293m.g	NA	Xenbase_9.1	Xelaev18028293m.g	NA	NA	NA	NA	NA
Xelaev18028294m.g	NA	Xenbase_9.1	Xelaev18028294m.g	NA	NA	NA	NA	NA
Xelaev18028295m.g	NA	Xenbase_9.1	Xelaev18028295m.g	NA	NA	NA	NA	NA
Xelaev18028296m.g	NA	Xenbase_9.1	Xelaev18028296m.g	NA	NA	NA	NA	NA
Xelaev18028297m.g	NA	Xenbase_9.1	Xelaev18028297m.g	NA	NA	NA	NA	NA
Xelaev18028298m.g	NA	Xenbase_9.1	Xelaev18028298m.g	NA	NA	NA	NA	NA
Xelaev18028299m.g	NA	Xenbase_9.1	Xelaev18028299m.g	NA	NA	NA	NA	NA
Xelaev18028300m.g	NA	Xenbase_9.1	Xetrov90027305m.L	NA	NA	NA	NA	NA
Xelaev18028301m.g	NA	Xenbase_9.1	Xelaev18028301m.g	NA	NA	NA	NA	NA
Xelaev18028302m.g	NA	Xenbase_9.1	Xelaev18028302m.g	NA	NA	NA	NA	NA
Xelaev18028309m.g	NA	Xenbase_9.1	Xelaev18028309m.g	NA	NA	NA	NA	NA
Xelaev18028310m.g	NA	Xenbase_9.1	Xelaev18028310m.g	NA	NA	NA	NA	NA
Xelaev18028322m.g	NA	Xenbase_9.1	Xelaev18028322m.g	NA	NA	NA	NA	NA
Xelaev18028323m.g	NA	Xenbase_9.1	Xelaev18028323m.g	NA	NA	NA	NA	NA
Xelaev18028325m.g	NA	Xenbase_9.1	Xelaev18028325m.g	NA	NA	NA	NA	NA
Xelaev18028327m.g	NA	Xenbase_9.1	Xelaev18028327m.g	NA	NA	NA	NA	NA
Xelaev18028332m.g	NA	Xenbase_9.1	Xelaev18028332m.g	NA	NA	NA	NA	NA
Xelaev18028343m.g	NA	Xenbase_9.1	Xelaev18028343m.g	NA	NA	NA	NA	NA
Xelaev18028346m.g	NA	Xenbase_9.1	Xelaev18028346m.g	NA	NA	NA	NA	NA
Xelaev18028359m.g	NA	Xenbase_9.1	Xelaev18028359m.g	NA	NA	NA	NA	NA
Xelaev18028361m.g	NA	Xenbase_9.1	Xelaev18028361m.g	NA	NA	NA	NA	NA
Xelaev18028368m.g	NA	Xenbase_9.1	Xelaev18028368m.g	NA	NA	NA	NA	NA
Xelaev18028372m.g	NA	Xenbase_9.1	Xelaev18028372m.g	NA	NA	NA	NA	NA
Xelaev18028375m.g	NA	Xenbase_9.1	Xelaev18028375m.g	NA	NA	NA	NA	NA
Xelaev18028376m.g	NA	Xenbase_9.1	Xetrov90030464m.L	NA	NA	NA	NA	NA
Xelaev18028393m.g	NA	Xenbase_9.1	Xelaev18028393m.g	NA	NA	NA	NA	NA
Xelaev18028395m.g	NA	Xenbase_9.1	Xelaev18028395m.g	NA	NA	NA	NA	NA
Xelaev18028398m.g	NA	Xenbase_9.1	Xelaev18028398m.g	NA	NA	NA	NA	NA
Xelaev18028401m.g	NA	Xenbase_9.1	Xelaev18028401m.g	NA	NA	NA	NA	NA
Xelaev18028402m.g	NA	Xenbase_9.1	Xelaev18028402m.g	NA	NA	NA	NA	NA
Xelaev18028404m.g	NA	Xenbase_9.1	Xelaev18028404m.g	NA	NA	NA	NA	NA
Xelaev18028405m.g	NA	Xenbase_9.1	Xelaev18028405m.g	NA	NA	NA	NA	NA
Xelaev18028406m.g	NA	Xenbase_9.1	Xelaev18028406m.g	NA	NA	NA	NA	NA
Xelaev18028407m.g	NA	Xenbase_9.1	Xelaev18028407m.g	NA	NA	NA	NA	NA
Xelaev18028408m.g	NA	Xenbase_9.1	Xelaev18028408m.g	NA	NA	NA	NA	NA
Xelaev18028416m.g	NA	Xenbase_9.1	Xelaev18028416m.g	NA	NA	NA	NA	NA
Xelaev18028432m.g	NA	Xenbase_9.1	Xelaev18028432m.g	NA	NA	NA	NA	NA
Xelaev18028442m.g	NA	Xenbase_9.1	Xelaev18028442m.g	NA	NA	NA	NA	NA
Xelaev18028443m.g	NA	Xenbase_9.1	Xelaev18028443m.g	NA	NA	NA	NA	NA
Xelaev18028452m.g	NA	Xenbase_9.1	Xelaev18028452m.g	NA	NA	NA	NA	NA
Xelaev18028457m.g	NA	Xenbase_9.1	loc100488577.L	NA	NA	NA	NA	NA
Xelaev18028458m.g	NA	Xenbase_9.1	loc100497061.L	NA	NA	NA	NA	NA
Xelaev18028465m.g	NA	Xenbase_9.1	Xelaev18028465m.g	NA	NA	NA	NA	NA
Xelaev18028467m.g	NA	Xenbase_9.1	Xelaev18028467m.g	NA	NA	NA	NA	NA
Xelaev18028469m.g	NA	Xenbase_9.1	Xelaev18028469m.g	NA	NA	NA	NA	NA
Xelaev18028470m.g	NA	Xenbase_9.1	Xelaev18028470m.g	NA	NA	NA	NA	NA
Xelaev18028471m.g	NA	Xenbase_9.1	Xelaev18028471m.g	NA	NA	NA	NA	NA
Xelaev18028478m.g	NA	Xenbase_9.1	Xelaev18028478m.g	NA	NA	NA	NA	NA
Xelaev18028483m.g	NA	Xenbase_9.1	Xelaev18028483m.g	NA	NA	NA	NA	NA
Xelaev18028488m.g	NA	Xenbase_9.1	Xelaev18028488m.g	NA	NA	NA	NA	NA
Xelaev18028495m.g	NA	Xenbase_9.1	Xelaev18028495m.g	NA	NA	NA	NA	NA
Xelaev18028497m.g	NA	Xenbase_9.1	Xelaev18028497m.g	NA	NA	NA	NA	NA
Xelaev18028498m.g	NA	Xenbase_9.1	Xetrov90013355m.S	NA	NA	NA	NA	NA
Xelaev18028504m.g	NA	Xenbase_9.1	meis1.S	NA	NA	NA	NA	NA
Xelaev18028505m.g	NA	Xenbase_9.1	Xetrov90013368m.S	NA	NA	NA	NA	NA
Xelaev18028506m.g	NA	Xenbase_9.1	Xetrov90013369m.S	NA	NA	NA	NA	NA
Xelaev18028509m.g	NA	Xenbase_9.1	Xelaev18028509m.g	NA	NA	NA	NA	NA
Xelaev18028525m.g	NA	Xenbase_9.1	Xelaev18028525m.g	NA	NA	NA	NA	NA
Xelaev18028527m.g	NA	Xenbase_9.1	mkks.S	NA	NA	NA	NA	NA
Xelaev18028534m.g	NA	Xenbase_9.1	Xelaev18028534m.g	NA	NA	NA	NA	NA
Xelaev18028535m.g	NA	Xenbase_9.1	Xelaev18028535m.g	NA	NA	NA	NA	NA
Xelaev18028536m.g	NA	Xenbase_9.1	Xetrov90029045m.S	NA	NA	NA	NA	NA
Xelaev18028543m.g	NA	Xenbase_9.1	Xelaev18028543m.g	NA	NA	NA	NA	NA
Xelaev18028552m.g	NA	Xenbase_9.1	Xelaev18028552m.g	NA	NA	NA	NA	NA
Xelaev18028564m.g	NA	Xenbase_9.1	Xelaev18028564m.g	NA	NA	NA	NA	NA
Xelaev18028567m.g	NA	Xenbase_9.1	Xelaev18028567m.g	NA	NA	NA	NA	NA
Xelaev18028576m.g	NA	Xenbase_9.1	Xelaev18028576m.g	NA	NA	NA	NA	NA
Xelaev18028587m.g	NA	Xenbase_9.1	Xelaev18028587m.g	NA	NA	NA	NA	NA
Xelaev18028588m.g	NA	Xenbase_9.1	Xelaev18028588m.g	NA	NA	NA	NA	NA
Xelaev18028592m.g	NA	Xenbase_9.1	bre.S	NA	NA	NA	NA	NA
Xelaev18028599m.g	NA	Xenbase_9.1	Xelaev18028599m.g	NA	NA	NA	NA	NA
Xelaev18028601m.g	NA	Xenbase_9.1	Xelaev18028601m.g	NA	NA	NA	NA	NA
Xelaev18028609m.g	NA	Xenbase_9.1	Xelaev18028609m.g	NA	NA	NA	NA	NA
Xelaev18028616m.g	NA	Xenbase_9.1	loc101735255-like.S	NA	NA	NA	NA	NA
Xelaev18028622m.g	NA	Xenbase_9.1	Xelaev18028622m.g	NA	NA	NA	NA	NA
Xelaev18028625m.g	NA	Xenbase_9.1	Xelaev18028625m.g	NA	NA	NA	NA	NA
Xelaev18028636m.g	NA	Xenbase_9.1	Xelaev18028636m.g	NA	NA	NA	NA	NA
Xelaev18028638m.g	NA	Xenbase_9.1	Xelaev18028638m.g	NA	NA	NA	NA	NA
Xelaev18028646m.g	NA	Xenbase_9.1	Xelaev18028646m.g	NA	NA	NA	NA	NA
Xelaev18028653m.g	NA	Xenbase_9.1	Xelaev18028653m.g	NA	NA	NA	NA	NA
Xelaev18028663m.g	NA	Xenbase_9.1	Xelaev18028663m.g	NA	NA	NA	NA	NA
Xelaev18028667m.g	NA	Xenbase_9.1	Xelaev18028667m.g	NA	NA	NA	NA	NA
Xelaev18028676m.g	NA	Xenbase_9.1	Xelaev18028676m.g	NA	NA	NA	NA	NA
Xelaev18028677m.g	NA	Xenbase_9.1	Xelaev18028677m.g	NA	NA	NA	NA	NA
Xelaev18028681m.g	NA	Xenbase_9.1	Xelaev18028681m.g	NA	NA	NA	NA	NA
Xelaev18028685m.g	NA	Xenbase_9.1	Xelaev18028685m.g	NA	NA	NA	NA	NA
Xelaev18028686m.g	NA	Xenbase_9.1	Xelaev18028686m.g	NA	NA	NA	NA	NA
Xelaev18028690m.g	NA	Xenbase_9.1	Xelaev18028690m.g	NA	NA	NA	NA	NA
Xelaev18028701m.g	NA	Xenbase_9.1	Xelaev18028701m.g	NA	NA	NA	NA	NA
Xelaev18028703m.g	NA	Xenbase_9.1	Xelaev18028703m.g	NA	NA	NA	NA	NA
Xelaev18028706m.g	NA	Xenbase_9.1	Xelaev18028706m.g	NA	NA	NA	NA	NA
Xelaev18028709m.g	NA	Xenbase_9.1	Xelaev18028709m.g	NA	NA	NA	NA	NA
Xelaev18028711m.g	NA	Xenbase_9.1	Xelaev18028711m.g	NA	NA	NA	NA	NA
Xelaev18028718m.g	NA	Xenbase_9.1	Xetrov90013109m.S	NA	NA	NA	NA	NA
Xelaev18028719m.g	NA	Xenbase_9.1	Xelaev18028719m.g	NA	NA	NA	NA	NA
Xelaev18028721m.g	NA	Xenbase_9.1	Xelaev18028721m.g	NA	NA	NA	NA	NA
Xelaev18028723m.g	NA	Xenbase_9.1	Xelaev18028723m.g	NA	NA	NA	NA	NA
Xelaev18028734m.g	NA	Xenbase_9.1	Xelaev18028734m.g	NA	NA	NA	NA	NA
Xelaev18028736m.g	NA	Xenbase_9.1	Xelaev18028736m.g	NA	NA	NA	NA	NA
Xelaev18028743m.g	NA	Xenbase_9.1	Xelaev18028743m.g	NA	NA	NA	NA	NA
Xelaev18028746m.g	NA	Xenbase_9.1	Xelaev18028746m.g	NA	NA	NA	NA	NA
Xelaev18028749m.g	NA	Xenbase_9.1	Xelaev18028749m.g	NA	NA	NA	NA	NA
Xelaev18028750m.g	NA	Xenbase_9.1	Xelaev18028750m.g	NA	NA	NA	NA	NA
Xelaev18028752m.g	NA	Xenbase_9.1	Xelaev18028752m.g	NA	NA	NA	NA	NA
Xelaev18028753m.g	NA	Xenbase_9.1	Xelaev18028753m.g	NA	NA	NA	NA	NA
Xelaev18028754m.g	NA	Xenbase_9.1	Xelaev18028754m.g	NA	NA	NA	NA	NA
Xelaev18028756m.g	NA	Xenbase_9.1	prkce.S	NA	NA	NA	NA	NA
Xelaev18028757m.g	NA	Xenbase_9.1	Xelaev18028757m.g	NA	NA	NA	NA	NA
Xelaev18028758m.g	NA	Xenbase_9.1	Xelaev18028758m.g	NA	NA	NA	NA	NA
Xelaev18028767m.g	NA	Xenbase_9.1	Xelaev18028767m.g	NA	NA	NA	NA	NA
Xelaev18028777m.g	NA	Xenbase_9.1	Xelaev18028777m.g	NA	NA	NA	NA	NA
Xelaev18028785m.g	NA	Xenbase_9.1	Xelaev18028785m.g	NA	NA	NA	NA	NA
Xelaev18028786m.g	NA	Xenbase_9.1	Xelaev18028786m.g	NA	NA	NA	NA	NA
Xelaev18028787m.g	NA	Xenbase_9.1	Xelaev18028787m.g	NA	NA	NA	NA	NA
Xelaev18028788m.g	NA	Xenbase_9.1	Xetrov90030176m.S	NA	NA	NA	NA	NA
Xelaev18028795m.g	NA	Xenbase_9.1	Xelaev18028795m.g	NA	NA	NA	NA	NA
Xelaev18028802m.g	NA	Xenbase_9.1	Xelaev18028802m.g	NA	NA	NA	NA	NA
Xelaev18028803m.g	NA	Xenbase_9.1	Xelaev18028803m.g	NA	NA	NA	NA	NA
Xelaev18028805m.g	NA	Xenbase_9.1	Xelaev18028805m.g	NA	NA	NA	NA	NA
Xelaev18028807m.g	NA	Xenbase_9.1	loc105947450.S	NA	NA	NA	NA	NA
Xelaev18028810m.g	NA	Xenbase_9.1	Xetrov90014834m.S	NA	NA	NA	NA	NA
Xelaev18028814m.g	NA	Xenbase_9.1	Xelaev18028814m.g	NA	NA	NA	NA	NA
Xelaev18028816m.g	NA	Xenbase_9.1	Xelaev18028816m.g	NA	NA	NA	NA	NA
Xelaev18028817m.g	NA	Xenbase_9.1	Xetrov90007468m.S	NA	NA	NA	NA	NA
Xelaev18028819m.g	NA	Xenbase_9.1	Xelaev18028819m.g	NA	NA	NA	NA	NA
Xelaev18028821m.g	NA	Xenbase_9.1	Xelaev18028821m.g	NA	NA	NA	NA	NA
Xelaev18028823m.g	NA	Xenbase_9.1	Xelaev18028823m.g	NA	NA	NA	NA	NA
Xelaev18028824m.g	NA	Xenbase_9.1	Xelaev18028824m.g	NA	NA	NA	NA	NA
Xelaev18028825m.g	NA	Xenbase_9.1	Xelaev18028825m.g	NA	NA	NA	NA	NA
Xelaev18028827m.g	NA	Xenbase_9.1	Xelaev18028827m.g	NA	NA	NA	NA	NA
Xelaev18028828m.g	NA	Xenbase_9.1	Xelaev18028828m.g	NA	NA	NA	NA	NA
Xelaev18028831m.g	NA	Xenbase_9.1	Xelaev18028831m.g	NA	NA	NA	NA	NA
Xelaev18028839m.g	NA	Xenbase_9.1	Xelaev18028839m.g	NA	NA	NA	NA	NA
Xelaev18028841m.g	NA	Xenbase_9.1	Xelaev18028841m.g	NA	NA	NA	NA	NA
Xelaev18028842m.g	NA	Xenbase_9.1	Xelaev18028842m.g	NA	NA	NA	NA	NA
Xelaev18028846m.g	NA	Xenbase_9.1	Xelaev18028846m.g	NA	NA	NA	NA	NA
Xelaev18028849m.g	NA	Xenbase_9.1	Xelaev18028849m.g	NA	NA	NA	NA	NA
Xelaev18028850m.g	NA	Xenbase_9.1	Xelaev18028850m.g	NA	NA	NA	NA	NA
Xelaev18028855m.g	NA	Xenbase_9.1	Xelaev18028855m.g	NA	NA	NA	NA	NA
Xelaev18028857m.g	NA	Xenbase_9.1	Xelaev18028857m.g	NA	NA	NA	NA	NA
Xelaev18028867m.g	NA	Xenbase_9.1	Xelaev18028867m.g	NA	NA	NA	NA	NA
Xelaev18028872m.g	NA	Xenbase_9.1	Xelaev18028872m.g	NA	NA	NA	NA	NA
Xelaev18028881m.g	NA	Xenbase_9.1	Xelaev18028881m.g	NA	NA	NA	NA	NA
Xelaev18028886m.g	NA	Xenbase_9.1	Xelaev18028886m.g	NA	NA	NA	NA	NA
Xelaev18028890m.g	NA	Xenbase_9.1	Xelaev18028890m.g	NA	NA	NA	NA	NA
Xelaev18028892m.g	NA	Xenbase_9.1	Xelaev18028892m.g	NA	NA	NA	NA	NA
Xelaev18028893m.g	NA	Xenbase_9.1	Xelaev18028893m.g	NA	NA	NA	NA	NA
Xelaev18028898m.g	NA	Xenbase_9.1	Xelaev18028898m.g	NA	NA	NA	NA	NA
Xelaev18028902m.g	NA	Xenbase_9.1	loc101733484.S	NA	NA	NA	NA	NA
Xelaev18028926m.g	NA	Xenbase_9.1	Xelaev18028926m.g	NA	NA	NA	NA	NA
Xelaev18028928m.g	NA	Xenbase_9.1	Xelaev18028928m.g	NA	NA	NA	NA	NA
Xelaev18028938m.g	NA	Xenbase_9.1	Xelaev18028938m.g	NA	NA	NA	NA	NA
Xelaev18028939m.g	NA	Xenbase_9.1	Xelaev18028939m.g	NA	NA	NA	NA	NA
Xelaev18028941m.g	NA	Xenbase_9.1	Xelaev18028941m.g	NA	NA	NA	NA	NA
Xelaev18028943m.g	NA	Xenbase_9.1	Xetrov90013732m.S	NA	NA	NA	NA	NA
Xelaev18028952m.g	NA	Xenbase_9.1	Xelaev18028952m.g	NA	NA	NA	NA	NA
Xelaev18028953m.g	NA	Xenbase_9.1	Xelaev18028953m.g	NA	NA	NA	NA	NA
Xelaev18028957m.g	NA	Xenbase_9.1	Xelaev18028957m.g	NA	NA	NA	NA	NA
Xelaev18028959m.g	NA	Xenbase_9.1	Xelaev18028959m.g	NA	NA	NA	NA	NA
Xelaev18028965m.g	NA	Xenbase_9.1	Xelaev18028965m.g	NA	NA	NA	NA	NA
Xelaev18028973m.g	NA	Xenbase_9.1	Xelaev18028973m.g	NA	NA	NA	NA	NA
Xelaev18028975m.g	NA	Xenbase_9.1	Xetrov90013774m.S	NA	NA	NA	NA	NA
Xelaev18028978m.g	NA	Xenbase_9.1	Xelaev18028978m.g	NA	NA	NA	NA	NA
Xelaev18028980m.g	NA	Xenbase_9.1	Xelaev18028980m.g	NA	NA	NA	NA	NA
Xelaev18028981m.g	NA	Xenbase_9.1	Xelaev18028981m.g	NA	NA	NA	NA	NA
Xelaev18028986m.g	NA	Xenbase_9.1	Xelaev18028986m.g	NA	NA	NA	NA	NA
Xelaev18028987m.g	NA	Xenbase_9.1	Xelaev18028987m.g	NA	NA	NA	NA	NA
Xelaev18028988m.g	NA	Xenbase_9.1	Xelaev18028988m.g	NA	NA	NA	NA	NA
Xelaev18028992m.g	NA	Xenbase_9.1	Xelaev18028992m.g	NA	NA	NA	NA	NA
Xelaev18028994m.g	NA	Xenbase_9.1	Xelaev18028994m.g	NA	NA	NA	NA	NA
Xelaev18028998m.g	NA	Xenbase_9.1	Xelaev18028998m.g	NA	NA	NA	NA	NA
Xelaev18029012m.g	NA	Xenbase_9.1	Xelaev18029012m.g	NA	NA	NA	NA	NA
Xelaev18029017m.g	NA	Xenbase_9.1	fam120b.S	NA	NA	NA	NA	NA
Xelaev18029018m.g	NA	Xenbase_9.1	Xelaev18029018m.g	NA	NA	NA	NA	NA
Xelaev18029026m.g	NA	Xenbase_9.1	Xelaev18029026m.g	NA	NA	NA	NA	NA
Xelaev18029028m.g	NA	Xenbase_9.1	Xelaev18029028m.g	NA	NA	NA	NA	NA
Xelaev18029029m.g	NA	Xenbase_9.1	Xelaev18029029m.g	NA	NA	NA	NA	NA
Xelaev18029031m.g	NA	Xenbase_9.1	Xelaev18029031m.g	NA	NA	NA	NA	NA
Xelaev18029038m.g	NA	Xenbase_9.1	Xelaev18029038m.g	NA	NA	NA	NA	NA
Xelaev18029040m.g	NA	Xenbase_9.1	Xelaev18029040m.g	NA	NA	NA	NA	NA
Xelaev18029042m.g	NA	Xenbase_9.1	Xelaev18029042m.g	NA	NA	NA	NA	NA
Xelaev18029044m.g	NA	Xenbase_9.1	Xelaev18029044m.g	NA	NA	NA	NA	NA
Xelaev18029047m.g	NA	Xenbase_9.1	Xelaev18029047m.g	NA	NA	NA	NA	NA
Xelaev18029051m.g	NA	Xenbase_9.1	Xelaev18029051m.g	NA	NA	NA	NA	NA
Xelaev18029053m.g	NA	Xenbase_9.1	Xelaev18029053m.g	NA	NA	NA	NA	NA
Xelaev18029070m.g	NA	Xenbase_9.1	Xelaev18029070m.g	NA	NA	NA	NA	NA
Xelaev18029071m.g	NA	Xenbase_9.1	Xelaev18029071m.g	NA	NA	NA	NA	NA
